class,n,R,s,totalValue,totalWeight,processingTime
05SubsetSum,n00050,R01000,s000.kp,14239,14239,0.0
05SubsetSum,n00050,R01000,s001.kp,11793,11793,0.000997781753540039
05SubsetSum,n00050,R01000,s002.kp,13570,13570,0.0009968280792236328
05SubsetSum,n00050,R01000,s003.kp,13214,13214,0.0
05SubsetSum,n00050,R01000,s004.kp,12263,12263,0.0
05SubsetSum,n00050,R01000,s005.kp,12719,12719,0.0
05SubsetSum,n00050,R01000,s006.kp,13327,13327,0.0
05SubsetSum,n00050,R01000,s007.kp,10476,10476,0.0
05SubsetSum,n00050,R01000,s008.kp,11822,11822,0.0
05SubsetSum,n00050,R01000,s009.kp,10836,10836,0.0
05SubsetSum,n00050,R01000,s010.kp,12499,12499,0.0010454654693603516
05SubsetSum,n00050,R01000,s011.kp,12657,12657,0.0
05SubsetSum,n00050,R01000,s012.kp,11631,11631,0.0
05SubsetSum,n00050,R01000,s013.kp,12547,12547,0.0
05SubsetSum,n00050,R01000,s014.kp,11824,11824,0.0
05SubsetSum,n00050,R01000,s015.kp,13089,13089,0.0
05SubsetSum,n00050,R01000,s016.kp,11929,11929,0.0
05SubsetSum,n00050,R01000,s017.kp,14071,14071,0.0
05SubsetSum,n00050,R01000,s018.kp,12122,12122,0.000997304916381836
05SubsetSum,n00050,R01000,s019.kp,11510,11510,0.0
05SubsetSum,n00050,R01000,s020.kp,11677,11677,0.0009984970092773438
05SubsetSum,n00050,R01000,s021.kp,12067,12067,0.0
05SubsetSum,n00050,R01000,s022.kp,14006,14006,0.0
05SubsetSum,n00050,R01000,s023.kp,11238,11238,0.0
05SubsetSum,n00050,R01000,s024.kp,13779,13779,0.0009968280792236328
05SubsetSum,n00050,R01000,s025.kp,11385,11385,0.0
05SubsetSum,n00050,R01000,s026.kp,12971,12971,0.0
05SubsetSum,n00050,R01000,s027.kp,13275,13275,0.0009982585906982422
05SubsetSum,n00050,R01000,s028.kp,10577,10577,0.0
05SubsetSum,n00050,R01000,s029.kp,12098,12098,0.0009980201721191406
05SubsetSum,n00050,R01000,s030.kp,13130,13130,0.0
05SubsetSum,n00050,R01000,s031.kp,11515,11515,0.0
05SubsetSum,n00050,R01000,s032.kp,11325,11325,0.0
05SubsetSum,n00050,R01000,s033.kp,12109,12109,0.0
05SubsetSum,n00050,R01000,s034.kp,13298,13298,0.0
05SubsetSum,n00050,R01000,s035.kp,12974,12974,0.0
05SubsetSum,n00050,R01000,s036.kp,13946,13946,0.0
05SubsetSum,n00050,R01000,s037.kp,12705,12705,0.0
05SubsetSum,n00050,R01000,s038.kp,11243,11243,0.0
05SubsetSum,n00050,R01000,s039.kp,12035,12035,0.0
05SubsetSum,n00050,R01000,s040.kp,12219,12219,0.0
05SubsetSum,n00050,R01000,s041.kp,12341,12341,0.0
05SubsetSum,n00050,R01000,s042.kp,11167,11167,0.0
05SubsetSum,n00050,R01000,s043.kp,12828,12828,0.0
05SubsetSum,n00050,R01000,s044.kp,11254,11254,0.0
05SubsetSum,n00050,R01000,s045.kp,11993,11993,0.0
05SubsetSum,n00050,R01000,s046.kp,11382,11382,0.0
05SubsetSum,n00050,R01000,s047.kp,12452,12452,0.0
05SubsetSum,n00050,R01000,s048.kp,10471,10471,0.0
05SubsetSum,n00050,R01000,s049.kp,11694,11694,0.0
05SubsetSum,n00050,R01000,s050.kp,14252,14252,0.003987789154052734
05SubsetSum,n00050,R01000,s051.kp,14361,14361,0.0
05SubsetSum,n00050,R01000,s052.kp,11399,11399,0.0
05SubsetSum,n00050,R01000,s053.kp,11979,11979,0.0009970664978027344
05SubsetSum,n00050,R01000,s054.kp,12609,12609,0.0
05SubsetSum,n00050,R01000,s055.kp,12087,12087,0.0
05SubsetSum,n00050,R01000,s056.kp,11205,11205,0.0
05SubsetSum,n00050,R01000,s057.kp,12889,12889,0.0
05SubsetSum,n00050,R01000,s058.kp,12025,12025,0.0
05SubsetSum,n00050,R01000,s059.kp,13618,13618,0.0
05SubsetSum,n00050,R01000,s060.kp,11399,11399,0.0
05SubsetSum,n00050,R01000,s061.kp,11181,11181,0.0
05SubsetSum,n00050,R01000,s062.kp,12341,12341,0.0
05SubsetSum,n00050,R01000,s063.kp,12781,12781,0.0
05SubsetSum,n00050,R01000,s064.kp,11449,11449,0.0
05SubsetSum,n00050,R01000,s065.kp,12768,12768,0.0
05SubsetSum,n00050,R01000,s066.kp,12524,12524,0.0
05SubsetSum,n00050,R01000,s067.kp,11668,11668,0.0
05SubsetSum,n00050,R01000,s068.kp,13077,13077,0.0
05SubsetSum,n00050,R01000,s069.kp,11489,11489,0.0
05SubsetSum,n00050,R01000,s070.kp,13391,13391,0.0010180473327636719
05SubsetSum,n00050,R01000,s071.kp,10454,10454,0.0
05SubsetSum,n00050,R01000,s072.kp,12107,12107,0.0
05SubsetSum,n00050,R01000,s073.kp,11836,11836,0.0
05SubsetSum,n00050,R01000,s074.kp,13285,13285,0.0
05SubsetSum,n00050,R01000,s075.kp,11696,11696,0.0
05SubsetSum,n00050,R01000,s076.kp,13250,13250,0.0009987354278564453
05SubsetSum,n00050,R01000,s077.kp,12226,12226,0.0
05SubsetSum,n00050,R01000,s078.kp,12066,12066,0.0
05SubsetSum,n00050,R01000,s079.kp,10882,10882,0.0
05SubsetSum,n00050,R01000,s080.kp,11634,11634,0.0009987354278564453
05SubsetSum,n00050,R01000,s081.kp,12352,12352,0.0
05SubsetSum,n00050,R01000,s082.kp,11964,11964,0.0
05SubsetSum,n00050,R01000,s083.kp,12234,12234,0.0009992122650146484
05SubsetSum,n00050,R01000,s084.kp,11705,11705,0.0
05SubsetSum,n00050,R01000,s085.kp,12606,12606,0.0
05SubsetSum,n00050,R01000,s086.kp,12568,12568,0.0009965896606445312
05SubsetSum,n00050,R01000,s087.kp,12701,12701,0.0
05SubsetSum,n00050,R01000,s088.kp,12026,12026,0.0
05SubsetSum,n00050,R01000,s089.kp,13208,13208,0.0
05SubsetSum,n00050,R01000,s090.kp,12339,12339,0.0
05SubsetSum,n00050,R01000,s091.kp,13449,13449,0.0
05SubsetSum,n00050,R01000,s092.kp,13832,13832,0.0010111331939697266
05SubsetSum,n00050,R01000,s093.kp,12451,12451,0.0
05SubsetSum,n00050,R01000,s094.kp,11888,11888,0.0
05SubsetSum,n00050,R01000,s095.kp,11445,11445,0.0
05SubsetSum,n00050,R01000,s096.kp,12843,12843,0.0
05SubsetSum,n00050,R01000,s097.kp,11522,11522,0.0
05SubsetSum,n00050,R01000,s098.kp,12633,12633,0.0
05SubsetSum,n00050,R01000,s099.kp,12789,12789,0.0
05SubsetSum,n00050,R10000,s000.kp,142283,142283,0.0
05SubsetSum,n00050,R10000,s001.kp,117821,117821,0.0009965896606445312
05SubsetSum,n00050,R10000,s002.kp,135607,135607,0.001994609832763672
05SubsetSum,n00050,R10000,s003.kp,132031,132031,0.00099945068359375
05SubsetSum,n00050,R10000,s004.kp,122529,122529,0.0019943714141845703
05SubsetSum,n00050,R10000,s005.kp,127092,127092,0.000997304916381836
05SubsetSum,n00050,R10000,s006.kp,133163,133163,0.003991842269897461
