class,n,R,s,totalValue,totalWeight,processingTime
02StronglyCorrelated,n00050,R01000,s000.kp,17539,14239,0.012965202331542969
02StronglyCorrelated,n00050,R01000,s001.kp,15293,11793,0.12921142578125
02StronglyCorrelated,n00050,R01000,s002.kp,16970,13570,0.013479948043823242
02StronglyCorrelated,n00050,R01000,s003.kp,16614,13214,0.0
02StronglyCorrelated,n00050,R01000,s004.kp,15763,12263,0.0019953250885009766
02StronglyCorrelated,n00050,R01000,s005.kp,16219,12719,0.02696061134338379
02StronglyCorrelated,n00050,R01000,s006.kp,16627,13327,0.0963296890258789
02StronglyCorrelated,n00050,R01000,s007.kp,14061,10461,0.0
02StronglyCorrelated,n00050,R01000,s008.kp,15419,11819,0.0
02StronglyCorrelated,n00050,R01000,s009.kp,14436,10836,0.0030260086059570312
02StronglyCorrelated,n00050,R01000,s010.kp,15999,12499,0.0
02StronglyCorrelated,n00050,R01000,s011.kp,16156,12656,0.0
02StronglyCorrelated,n00050,R01000,s012.kp,15131,11631,0.2928619384765625
02StronglyCorrelated,n00050,R01000,s013.kp,15947,12547,0.018464326858520508
02StronglyCorrelated,n00050,R01000,s014.kp,15324,11824,0.0009996891021728516
02StronglyCorrelated,n00050,R01000,s015.kp,16589,13089,0.006017923355102539
02StronglyCorrelated,n00050,R01000,s016.kp,15429,11929,0.0
02StronglyCorrelated,n00050,R01000,s017.kp,17471,14071,0.0019927024841308594
02StronglyCorrelated,n00050,R01000,s018.kp,15522,12122,0.004987001419067383
02StronglyCorrelated,n00050,R01000,s019.kp,15008,11508,0.000995635986328125
02StronglyCorrelated,n00050,R01000,s020.kp,15177,11677,0.02700042724609375
02StronglyCorrelated,n00050,R01000,s021.kp,15567,12067,0.01254129409790039
02StronglyCorrelated,n00050,R01000,s022.kp,17406,14006,0.003986835479736328
02StronglyCorrelated,n00050,R01000,s023.kp,14738,11238,0.0009601116180419922
02StronglyCorrelated,n00050,R01000,s024.kp,17179,13779,0.008977174758911133
02StronglyCorrelated,n00050,R01000,s025.kp,14885,11385,0.03886008262634277
02StronglyCorrelated,n00050,R01000,s026.kp,16470,12970,0.0
02StronglyCorrelated,n00050,R01000,s027.kp,16675,13275,0.039366722106933594
02StronglyCorrelated,n00050,R01000,s028.kp,14277,10577,0.0
02StronglyCorrelated,n00050,R01000,s029.kp,15498,12098,0.0
02StronglyCorrelated,n00050,R01000,s030.kp,16530,13130,0.059348344802856445
02StronglyCorrelated,n00050,R01000,s031.kp,15115,11515,0.0
02StronglyCorrelated,n00050,R01000,s032.kp,14925,11325,0.08377718925476074
02StronglyCorrelated,n00050,R01000,s033.kp,15609,12109,0.0029883384704589844
02StronglyCorrelated,n00050,R01000,s034.kp,16696,13296,0.0
02StronglyCorrelated,n00050,R01000,s035.kp,16374,12974,0.1412034034729004
02StronglyCorrelated,n00050,R01000,s036.kp,17346,13946,0.004985809326171875
02StronglyCorrelated,n00050,R01000,s037.kp,16105,12705,0.0009996891021728516
02StronglyCorrelated,n00050,R01000,s038.kp,14643,11243,0.3158299922943115
02StronglyCorrelated,n00050,R01000,s039.kp,15531,12031,0.0009968280792236328
02StronglyCorrelated,n00050,R01000,s040.kp,15818,12218,0.001003265380859375
02StronglyCorrelated,n00050,R01000,s041.kp,15741,12341,0.1145179271697998
02StronglyCorrelated,n00050,R01000,s042.kp,14667,11167,0.32601428031921387
02StronglyCorrelated,n00050,R01000,s043.kp,16228,12828,0.0009634494781494141
02StronglyCorrelated,n00050,R01000,s044.kp,14848,11248,0.0
02StronglyCorrelated,n00050,R01000,s045.kp,15493,11993,0.007491588592529297
02StronglyCorrelated,n00050,R01000,s046.kp,14982,11382,0.00299072265625
02StronglyCorrelated,n00050,R01000,s047.kp,15852,12452,0.03792977333068848
02StronglyCorrelated,n00050,R01000,s048.kp,14071,10471,0.003954887390136719
02StronglyCorrelated,n00050,R01000,s049.kp,15094,11694,0.29372072219848633
02StronglyCorrelated,n00050,R01000,s050.kp,17552,14252,0.03542041778564453
02StronglyCorrelated,n00050,R01000,s051.kp,17661,14361,0.6746587753295898
02StronglyCorrelated,n00050,R01000,s052.kp,14999,11399,0.003991365432739258
02StronglyCorrelated,n00050,R01000,s053.kp,15479,11979,0.001993894577026367
02StronglyCorrelated,n00050,R01000,s054.kp,16109,12609,0.005948543548583984
02StronglyCorrelated,n00050,R01000,s055.kp,15487,12087,0.012965679168701172
02StronglyCorrelated,n00050,R01000,s056.kp,14705,11205,0.01821422576904297
02StronglyCorrelated,n00050,R01000,s057.kp,16289,12889,0.0
02StronglyCorrelated,n00050,R01000,s058.kp,15425,12025,0.3144245147705078
02StronglyCorrelated,n00050,R01000,s059.kp,17018,13618,0.0
02StronglyCorrelated,n00050,R01000,s060.kp,14899,11399,0.008011102676391602
02StronglyCorrelated,n00050,R01000,s061.kp,14681,11181,0.0009620189666748047
02StronglyCorrelated,n00050,R01000,s062.kp,15841,12341,0.0069806575775146484
02StronglyCorrelated,n00050,R01000,s063.kp,16275,12775,0.0
02StronglyCorrelated,n00050,R01000,s064.kp,14949,11449,0.2516446113586426
02StronglyCorrelated,n00050,R01000,s065.kp,16168,12768,0.046872615814208984
02StronglyCorrelated,n00050,R01000,s066.kp,16022,12522,0.0
02StronglyCorrelated,n00050,R01000,s067.kp,15268,11668,0.006017208099365234
02StronglyCorrelated,n00050,R01000,s068.kp,16477,13077,0.0
02StronglyCorrelated,n00050,R01000,s069.kp,14989,11489,0.0019958019256591797
02StronglyCorrelated,n00050,R01000,s070.kp,16791,13391,0.11926746368408203
02StronglyCorrelated,n00050,R01000,s071.kp,14153,10453,0.0
02StronglyCorrelated,n00050,R01000,s072.kp,15607,12107,0.003993511199951172
02StronglyCorrelated,n00050,R01000,s073.kp,15336,11836,0.008009195327758789
02StronglyCorrelated,n00050,R01000,s074.kp,16685,13285,0.15167927742004395
02StronglyCorrelated,n00050,R01000,s075.kp,15196,11696,0.0069828033447265625
02StronglyCorrelated,n00050,R01000,s076.kp,16650,13250,0.003025054931640625
02StronglyCorrelated,n00050,R01000,s077.kp,15726,12226,0.009013891220092773
02StronglyCorrelated,n00050,R01000,s078.kp,15566,12066,0.12122917175292969
02StronglyCorrelated,n00050,R01000,s079.kp,14582,10882,0.0
02StronglyCorrelated,n00050,R01000,s080.kp,15233,11633,0.0009968280792236328
02StronglyCorrelated,n00050,R01000,s081.kp,15850,12350,0.0009965896606445312
02StronglyCorrelated,n00050,R01000,s082.kp,15564,11964,0.0
02StronglyCorrelated,n00050,R01000,s083.kp,15634,12234,0.23843741416931152
02StronglyCorrelated,n00050,R01000,s084.kp,15205,11705,0.0
02StronglyCorrelated,n00050,R01000,s085.kp,16006,12606,0.0009984970092773438
02StronglyCorrelated,n00050,R01000,s086.kp,15968,12568,0.023008346557617188
02StronglyCorrelated,n00050,R01000,s087.kp,16201,12701,0.0
02StronglyCorrelated,n00050,R01000,s088.kp,15626,12026,0.0010323524475097656
02StronglyCorrelated,n00050,R01000,s089.kp,16708,13208,0.0009987354278564453
02StronglyCorrelated,n00050,R01000,s090.kp,15839,12339,0.0009639263153076172
02StronglyCorrelated,n00050,R01000,s091.kp,16849,13449,0.0029916763305664062
02StronglyCorrelated,n00050,R01000,s092.kp,17132,13832,0.07744312286376953
02StronglyCorrelated,n00050,R01000,s093.kp,15951,12451,0.06283164024353027
02StronglyCorrelated,n00050,R01000,s094.kp,15486,11886,0.0
02StronglyCorrelated,n00050,R01000,s095.kp,14945,11445,0.003026247024536133
02StronglyCorrelated,n00050,R01000,s096.kp,16343,12843,0.0
02StronglyCorrelated,n00050,R01000,s097.kp,15121,11521,0.0
02StronglyCorrelated,n00050,R01000,s098.kp,16033,12633,0.31044983863830566
02StronglyCorrelated,n00050,R01000,s099.kp,16286,12786,0.0009658336639404297
02StronglyCorrelated,n00050,R10000,s000.kp,175283,142283,0.017953157424926758
02StronglyCorrelated,n00050,R10000,s001.kp,152821,117821,0.16671276092529297
02StronglyCorrelated,n00050,R10000,s002.kp,169607,135607,0.010970115661621094
02StronglyCorrelated,n00050,R10000,s003.kp,166028,132028,0.0
02StronglyCorrelated,n00050,R10000,s004.kp,157529,122529,0.001958608627319336
02StronglyCorrelated,n00050,R10000,s005.kp,162092,127092,0.03494143486022949
02StronglyCorrelated,n00050,R10000,s006.kp,166163,133163,0.1257152557373047
02StronglyCorrelated,n00050,R10000,s007.kp,140478,104478,0.0
02StronglyCorrelated,n00050,R10000,s008.kp,154094,118094,0.0
02StronglyCorrelated,n00050,R10000,s009.kp,144240,108240,0.003987789154052734
02StronglyCorrelated,n00050,R10000,s010.kp,159887,124887,0.0
02StronglyCorrelated,n00050,R10000,s011.kp,161437,126437,0.0
02StronglyCorrelated,n00050,R10000,s012.kp,151210,116210,0.4075484275817871
