filePath,totalValue,totalWeight,processingTime
00Uncorrelated\n00500\R10000\s074.kp,2078380,1266192,0.0010285377502441406
00Uncorrelated\n00500\R10000\s075.kp,2007617,1263027,0.0009932518005371094
00Uncorrelated\n00500\R10000\s076.kp,2048444,1249356,0.0010328292846679688
00Uncorrelated\n00500\R10000\s077.kp,2066680,1204672,0.0
00Uncorrelated\n00500\R10000\s078.kp,2019663,1243074,0.0009999275207519531
00Uncorrelated\n00500\R10000\s079.kp,1942692,1256979,0.0010302066802978516
00Uncorrelated\n00500\R10000\s080.kp,1964159,1313199,0.0009644031524658203
00Uncorrelated\n00500\R10000\s081.kp,2008635,1205365,0.001961231231689453
00Uncorrelated\n00500\R10000\s082.kp,2039922,1193520,0.0009963512420654297
00Uncorrelated\n00500\R10000\s083.kp,2110984,1218844,0.0009965896606445312
00Uncorrelated\n00500\R10000\s084.kp,2082544,1254669,0.0
00Uncorrelated\n00500\R10000\s085.kp,1947905,1302596,0.0009989738464355469
00Uncorrelated\n00500\R10000\s086.kp,2026734,1241320,0.0009980201721191406
00Uncorrelated\n00500\R10000\s087.kp,1923870,1223208,0.000997304916381836
00Uncorrelated\n00500\R10000\s088.kp,2069968,1279196,0.000997304916381836
00Uncorrelated\n00500\R10000\s089.kp,2050450,1224048,0.0
00Uncorrelated\n00500\R10000\s090.kp,2002200,1300606,0.0
00Uncorrelated\n00500\R10000\s091.kp,2031089,1291218,0.0
00Uncorrelated\n00500\R10000\s092.kp,2102774,1212225,0.0009963512420654297
00Uncorrelated\n00500\R10000\s093.kp,2053851,1260030,0.0
00Uncorrelated\n00500\R10000\s094.kp,2096554,1234804,0.0009980201721191406
00Uncorrelated\n00500\R10000\s095.kp,2002813,1208191,0.0
00Uncorrelated\n00500\R10000\s096.kp,1909483,1231288,0.0009984970092773438
00Uncorrelated\n00500\R10000\s097.kp,2014567,1224121,0.0010290145874023438
00Uncorrelated\n00500\R10000\s098.kp,1973746,1228577,0.000997304916381836
00Uncorrelated\n00500\R10000\s099.kp,1966501,1224357,0.0010306835174560547
00Uncorrelated\n01000\R01000\s000.kp,400811,252480,0.0034372806549072266
00Uncorrelated\n01000\R01000\s001.kp,418472,243069,0.003987312316894531
00Uncorrelated\n01000\R01000\s002.kp,405157,247350,0.002992391586303711
00Uncorrelated\n01000\R01000\s003.kp,399233,247585,0.0029926300048828125
00Uncorrelated\n01000\R01000\s004.kp,413024,251587,0.00299072265625
00Uncorrelated\n01000\R01000\s005.kp,403106,243745,0.0029921531677246094
00Uncorrelated\n01000\R01000\s006.kp,398663,245945,0.003988027572631836
00Uncorrelated\n01000\R01000\s007.kp,394138,248175,0.0029916763305664062
00Uncorrelated\n01000\R01000\s008.kp,406621,239138,0.0029914379119873047
00Uncorrelated\n01000\R01000\s009.kp,393483,255729,0.002994537353515625
00Uncorrelated\n01000\R01000\s010.kp,405906,248899,0.003987550735473633
00Uncorrelated\n01000\R01000\s011.kp,408386,241559,0.0029935836791992188
00Uncorrelated\n01000\R01000\s012.kp,405360,245760,0.002991914749145508
00Uncorrelated\n01000\R01000\s013.kp,392980,253440,0.0029916763305664062
00Uncorrelated\n01000\R01000\s014.kp,393615,244227,0.002991914749145508
00Uncorrelated\n01000\R01000\s015.kp,415902,247778,0.0029914379119873047
00Uncorrelated\n01000\R01000\s016.kp,398473,255665,0.0019943714141845703
00Uncorrelated\n01000\R01000\s017.kp,398503,252286,0.0029909610748291016
00Uncorrelated\n01000\R01000\s018.kp,407611,246411,0.001994609832763672
00Uncorrelated\n01000\R01000\s019.kp,391264,250643,0.0029914379119873047
00Uncorrelated\n01000\R01000\s020.kp,404690,248081,0.002996206283569336
00Uncorrelated\n01000\R01000\s021.kp,402213,247744,0.002991914749145508
00Uncorrelated\n01000\R01000\s022.kp,400290,247103,0.002995014190673828
00Uncorrelated\n01000\R01000\s023.kp,403477,242638,0.0029916763305664062
00Uncorrelated\n01000\R01000\s024.kp,411001,250151,0.001994609832763672
00Uncorrelated\n01000\R01000\s025.kp,400139,255413,0.0019958019256591797
00Uncorrelated\n01000\R01000\s026.kp,403505,246434,0.0029926300048828125
00Uncorrelated\n01000\R01000\s027.kp,417655,246690,0.002992868423461914
00Uncorrelated\n01000\R01000\s028.kp,405743,250116,0.002991914749145508
00Uncorrelated\n01000\R01000\s029.kp,402149,252310,0.001994609832763672
00Uncorrelated\n01000\R01000\s030.kp,398970,252158,0.002991199493408203
00Uncorrelated\n01000\R01000\s031.kp,409620,254916,0.002991914749145508
00Uncorrelated\n01000\R01000\s032.kp,394258,250495,0.004986763000488281
00Uncorrelated\n01000\R01000\s033.kp,401942,247280,0.0019943714141845703
00Uncorrelated\n01000\R01000\s034.kp,421162,246017,0.001994609832763672
00Uncorrelated\n01000\R01000\s035.kp,398394,246812,0.0029909610748291016
00Uncorrelated\n01000\R01000\s036.kp,414422,246672,0.00299072265625
00Uncorrelated\n01000\R01000\s037.kp,407864,240758,0.0029916763305664062
00Uncorrelated\n01000\R01000\s038.kp,412677,251229,0.0030248165130615234
00Uncorrelated\n01000\R01000\s039.kp,401900,236259,0.0030183792114257812
00Uncorrelated\n01000\R01000\s040.kp,393756,252639,0.003014802932739258
00Uncorrelated\n01000\R01000\s041.kp,411114,246350,0.003988981246948242
00Uncorrelated\n01000\R01000\s042.kp,409391,247251,0.0034990310668945312
00Uncorrelated\n01000\R01000\s043.kp,405371,246935,0.00299072265625
00Uncorrelated\n01000\R01000\s044.kp,401109,246620,0.0019941329956054688
00Uncorrelated\n01000\R01000\s045.kp,418641,241853,0.0029904842376708984
00Uncorrelated\n01000\R01000\s046.kp,403664,243920,0.0020279884338378906
00Uncorrelated\n01000\R01000\s047.kp,410813,244891,0.0019941329956054688
00Uncorrelated\n01000\R01000\s048.kp,403821,257308,0.0029921531677246094
00Uncorrelated\n01000\R01000\s049.kp,399048,241843,0.003988981246948242
00Uncorrelated\n01000\R01000\s050.kp,408529,251029,0.0019958019256591797
00Uncorrelated\n01000\R01000\s051.kp,400953,252880,0.0019936561584472656
00Uncorrelated\n01000\R01000\s052.kp,407099,248367,0.0029921531677246094
00Uncorrelated\n01000\R01000\s053.kp,401091,253947,0.002503633499145508
00Uncorrelated\n01000\R01000\s054.kp,406521,255279,0.0019941329956054688
00Uncorrelated\n01000\R01000\s055.kp,405440,251510,0.0019941329956054688
00Uncorrelated\n01000\R01000\s056.kp,403614,245323,0.0029916763305664062
00Uncorrelated\n01000\R01000\s057.kp,405152,250062,0.001993417739868164
00Uncorrelated\n01000\R01000\s058.kp,415942,250277,0.0029916763305664062
00Uncorrelated\n01000\R01000\s059.kp,404475,250834,0.002991199493408203
00Uncorrelated\n01000\R01000\s060.kp,396658,254485,0.0029914379119873047
00Uncorrelated\n01000\R01000\s061.kp,403267,243306,0.0029916763305664062
00Uncorrelated\n01000\R01000\s062.kp,403803,250198,0.0019953250885009766
00Uncorrelated\n01000\R01000\s063.kp,392908,254447,0.0029935836791992188
00Uncorrelated\n01000\R01000\s064.kp,403993,246415,0.0019943714141845703
00Uncorrelated\n01000\R01000\s065.kp,402186,253495,0.0029926300048828125
00Uncorrelated\n01000\R01000\s066.kp,401306,247472,0.001993894577026367
00Uncorrelated\n01000\R01000\s067.kp,415780,241811,0.0029921531677246094
00Uncorrelated\n01000\R01000\s068.kp,409901,249387,0.002991914749145508
00Uncorrelated\n01000\R01000\s069.kp,401143,248831,0.0029926300048828125
00Uncorrelated\n01000\R01000\s070.kp,403704,248546,0.002991914749145508
00Uncorrelated\n01000\R01000\s071.kp,405786,245337,0.0019948482513427734
00Uncorrelated\n01000\R01000\s072.kp,416711,246101,0.002991914749145508
00Uncorrelated\n01000\R01000\s073.kp,395736,238421,0.002991914749145508
00Uncorrelated\n01000\R01000\s074.kp,413240,253290,0.0019958019256591797
00Uncorrelated\n01000\R01000\s075.kp,410150,244221,0.002991914749145508
00Uncorrelated\n01000\R01000\s076.kp,408053,248907,0.0032553672790527344
00Uncorrelated\n01000\R01000\s077.kp,403843,241599,0.003988742828369141
00Uncorrelated\n01000\R01000\s078.kp,401343,257987,0.0029926300048828125
00Uncorrelated\n01000\R01000\s079.kp,405079,245856,0.002991914749145508
00Uncorrelated\n01000\R01000\s080.kp,411817,241050,0.0019943714141845703
00Uncorrelated\n01000\R01000\s081.kp,400006,247155,0.0029921531677246094
00Uncorrelated\n01000\R01000\s082.kp,403284,249915,0.0029916763305664062
00Uncorrelated\n01000\R01000\s083.kp,408142,250559,0.0029916763305664062
00Uncorrelated\n01000\R01000\s084.kp,419753,241015,0.002991914749145508
00Uncorrelated\n01000\R01000\s085.kp,400821,247865,0.0019941329956054688
00Uncorrelated\n01000\R01000\s086.kp,404931,244642,0.002992868423461914
00Uncorrelated\n01000\R01000\s087.kp,388503,248760,0.002991914749145508
00Uncorrelated\n01000\R01000\s088.kp,409726,249994,0.001993894577026367
00Uncorrelated\n01000\R01000\s089.kp,409464,245002,0.002991914749145508
00Uncorrelated\n01000\R01000\s090.kp,411776,252858,0.0029914379119873047
00Uncorrelated\n01000\R01000\s091.kp,416081,240987,0.002991914749145508
00Uncorrelated\n01000\R01000\s092.kp,407884,245361,0.0029931068420410156
00Uncorrelated\n01000\R01000\s093.kp,410115,251288,0.0029914379119873047
00Uncorrelated\n01000\R01000\s094.kp,410949,250918,0.0029897689819335938
00Uncorrelated\n01000\R01000\s095.kp,394352,251794,0.002990245819091797
00Uncorrelated\n01000\R01000\s096.kp,389443,261276,0.0019948482513427734
00Uncorrelated\n01000\R01000\s097.kp,405401,248076,0.002989053726196289
00Uncorrelated\n01000\R01000\s098.kp,401143,245902,0.0029921531677246094
00Uncorrelated\n01000\R01000\s099.kp,399546,240627,0.0022628307342529297
00Uncorrelated\n01000\R10000\s000.kp,4005798,2522529,0.002991914749145508
00Uncorrelated\n01000\R10000\s001.kp,4182517,2428329,0.002959728240966797
00Uncorrelated\n01000\R10000\s002.kp,4049295,2471305,0.002991914749145508
00Uncorrelated\n01000\R10000\s003.kp,3990099,2473742,0.003989696502685547
00Uncorrelated\n01000\R10000\s004.kp,4127992,2513608,0.00299072265625
00Uncorrelated\n01000\R10000\s005.kp,4028780,2435221,0.00398707389831543
00Uncorrelated\n01000\R10000\s006.kp,3984227,2457134,0.002991914749145508
00Uncorrelated\n01000\R10000\s007.kp,3938895,2479505,0.004987239837646484
00Uncorrelated\n01000\R10000\s008.kp,4063839,2389161,0.002991914749145508
00Uncorrelated\n01000\R10000\s009.kp,3932453,2555088,0.002254962921142578
00Uncorrelated\n01000\R10000\s010.kp,4056715,2486809,0.003988981246948242
00Uncorrelated\n01000\R10000\s011.kp,4081552,2413442,0.001995086669921875
00Uncorrelated\n01000\R10000\s012.kp,4051277,2455401,0.0029914379119873047
00Uncorrelated\n01000\R10000\s013.kp,3927388,2532156,0.0029921531677246094
00Uncorrelated\n01000\R10000\s014.kp,3933691,2440015,0.0029921531677246094
00Uncorrelated\n01000\R10000\s015.kp,4156549,2475610,0.003989219665527344
00Uncorrelated\n01000\R10000\s016.kp,3982239,2554418,0.002991199493408203
00Uncorrelated\n01000\R10000\s017.kp,3982790,2520561,0.0029904842376708984
00Uncorrelated\n01000\R10000\s018.kp,4073683,2461990,0.004987239837646484
00Uncorrelated\n01000\R10000\s019.kp,3910397,2504186,0.004988908767700195
00Uncorrelated\n01000\R10000\s020.kp,4044539,2478604,0.003989219665527344
00Uncorrelated\n01000\R10000\s021.kp,4019882,2475228,0.004984855651855469
00Uncorrelated\n01000\R10000\s022.kp,4000689,2468800,0.0049860477447509766
00Uncorrelated\n01000\R10000\s023.kp,4032309,2424200,0.003989219665527344
00Uncorrelated\n01000\R10000\s024.kp,4107569,2499325,0.003989458084106445
00Uncorrelated\n01000\R10000\s025.kp,3998959,2551838,0.002994537353515625
00Uncorrelated\n01000\R10000\s026.kp,4032568,2462049,0.003991127014160156
00Uncorrelated\n01000\R10000\s027.kp,4174126,2464688,0.0029914379119873047
00Uncorrelated\n01000\R10000\s028.kp,4055027,2498861,0.001995086669921875
00Uncorrelated\n01000\R10000\s029.kp,4019296,2520826,0.0019941329956054688
00Uncorrelated\n01000\R10000\s030.kp,3987360,2519340,0.0029914379119873047
00Uncorrelated\n01000\R10000\s031.kp,4093799,2546941,0.002991199493408203
00Uncorrelated\n01000\R10000\s032.kp,3940113,2502648,0.0029916763305664062
00Uncorrelated\n01000\R10000\s033.kp,4017146,2470559,0.003988981246948242
00Uncorrelated\n01000\R10000\s034.kp,4209411,2457880,0.0029926300048828125
00Uncorrelated\n01000\R10000\s035.kp,3981473,2465799,0.0029921531677246094
00Uncorrelated\n01000\R10000\s036.kp,4141845,2464480,0.002992391586303711
00Uncorrelated\n01000\R10000\s037.kp,4076270,2405369,0.0029914379119873047
00Uncorrelated\n01000\R10000\s038.kp,4124505,2510144,0.003988742828369141
00Uncorrelated\n01000\R10000\s039.kp,4016636,2360298,0.002991914749145508
00Uncorrelated\n01000\R10000\s040.kp,3935120,2524112,0.0029430389404296875
00Uncorrelated\n01000\R10000\s041.kp,4108929,2461293,0.0029914379119873047
00Uncorrelated\n01000\R10000\s042.kp,4091667,2470268,0.0029916763305664062
00Uncorrelated\n01000\R10000\s043.kp,4051253,2467255,0.0029921531677246094
00Uncorrelated\n01000\R10000\s044.kp,4008814,2464022,0.00299072265625
00Uncorrelated\n01000\R10000\s045.kp,4184019,2416414,0.0029914379119873047
00Uncorrelated\n01000\R10000\s046.kp,4034292,2436912,0.001993894577026367
00Uncorrelated\n01000\R10000\s047.kp,4105678,2446649,0.0029952526092529297
00Uncorrelated\n01000\R10000\s048.kp,4035998,2570944,0.002992391586303711
00Uncorrelated\n01000\R10000\s049.kp,3988178,2416187,0.002991914749145508
00Uncorrelated\n01000\R10000\s050.kp,4082795,2508037,0.0019931793212890625
00Uncorrelated\n01000\R10000\s051.kp,4007092,2526621,0.003989458084106445
00Uncorrelated\n01000\R10000\s052.kp,4068595,2481404,0.0039904117584228516
00Uncorrelated\n01000\R10000\s053.kp,4008447,2537292,0.001994609832763672
00Uncorrelated\n01000\R10000\s054.kp,4062839,2550542,0.0029909610748291016
00Uncorrelated\n01000\R10000\s055.kp,4052134,2512917,0.0029914379119873047
00Uncorrelated\n01000\R10000\s056.kp,4033710,2450951,0.002992391586303711
00Uncorrelated\n01000\R10000\s057.kp,4049145,2498398,0.0019941329956054688
00Uncorrelated\n01000\R10000\s058.kp,4157047,2500540,0.002991914749145508
00Uncorrelated\n01000\R10000\s059.kp,4042382,2506116,0.003082275390625
00Uncorrelated\n01000\R10000\s060.kp,3964247,2542620,0.0029897689819335938
00Uncorrelated\n01000\R10000\s061.kp,4030247,2430923,0.0029861927032470703
00Uncorrelated\n01000\R10000\s062.kp,4035646,2499682,0.003988981246948242
00Uncorrelated\n01000\R10000\s063.kp,3926685,2542330,0.0019943714141845703
00Uncorrelated\n01000\R10000\s064.kp,4037497,2461928,0.003989219665527344
00Uncorrelated\n01000\R10000\s065.kp,4019521,2532772,0.003991842269897461
00Uncorrelated\n01000\R10000\s066.kp,4010613,2472556,0.001993894577026367
00Uncorrelated\n01000\R10000\s067.kp,4155416,2415907,0.002028226852416992
00Uncorrelated\n01000\R10000\s068.kp,4096689,2491657,0.0029938220977783203
00Uncorrelated\n01000\R10000\s069.kp,4008950,2486144,0.0040073394775390625
00Uncorrelated\n01000\R10000\s070.kp,4034576,2483288,0.004024028778076172
00Uncorrelated\n01000\R10000\s071.kp,4055456,2451235,0.004022359848022461
00Uncorrelated\n01000\R10000\s072.kp,4164781,2458780,0.0019910335540771484
00Uncorrelated\n01000\R10000\s073.kp,3955066,2381926,0.002029895782470703
00Uncorrelated\n01000\R10000\s074.kp,4129973,2530677,0.002991199493408203
00Uncorrelated\n01000\R10000\s075.kp,4099176,2439890,0.003022432327270508
00Uncorrelated\n01000\R10000\s076.kp,4078241,2486809,0.0020296573638916016
00Uncorrelated\n01000\R10000\s077.kp,4036031,2413799,0.002992391586303711
00Uncorrelated\n01000\R10000\s078.kp,4010958,2577629,0.003988981246948242
00Uncorrelated\n01000\R10000\s079.kp,4048427,2456369,0.0029916763305664062
00Uncorrelated\n01000\R10000\s080.kp,4115810,2408271,0.00299072265625
00Uncorrelated\n01000\R10000\s081.kp,3997737,2469389,0.0029935836791992188
00Uncorrelated\n01000\R10000\s082.kp,4030476,2496944,0.0029916763305664062
00Uncorrelated\n01000\R10000\s083.kp,4079162,2503317,0.0029916763305664062
00Uncorrelated\n01000\R10000\s084.kp,4195169,2407973,0.0029914379119873047
00Uncorrelated\n01000\R10000\s085.kp,4005819,2476457,0.0029904842376708984
00Uncorrelated\n01000\R10000\s086.kp,4046924,2444150,0.0019953250885009766
00Uncorrelated\n01000\R10000\s087.kp,3882548,2485363,0.003988027572631836
00Uncorrelated\n01000\R10000\s088.kp,4094971,2497678,0.0019931793212890625
00Uncorrelated\n01000\R10000\s089.kp,4092529,2447884,0.0029914379119873047
00Uncorrelated\n01000\R10000\s090.kp,4115465,2526321,0.0029931068420410156
00Uncorrelated\n01000\R10000\s091.kp,4158454,2407654,0.0019941329956054688
00Uncorrelated\n01000\R10000\s092.kp,4076591,2451364,0.003987550735473633
00Uncorrelated\n01000\R10000\s093.kp,4098821,2510651,0.0039882659912109375
00Uncorrelated\n01000\R10000\s094.kp,4107154,2506978,0.002992868423461914
00Uncorrelated\n01000\R10000\s095.kp,3941052,2515711,0.0029647350311279297
00Uncorrelated\n01000\R10000\s096.kp,3891803,2610512,0.005955219268798828
00Uncorrelated\n01000\R10000\s097.kp,4051686,2478526,0.001994609832763672
00Uncorrelated\n01000\R10000\s098.kp,4009089,2456851,0.00299072265625
00Uncorrelated\n01000\R10000\s099.kp,3993040,2404046,0.001992940902709961
00Uncorrelated\n02000\R01000\s000.kp,808902,502731,0.008978843688964844
00Uncorrelated\n02000\R01000\s001.kp,810065,493164,0.009488582611083984
00Uncorrelated\n02000\R01000\s002.kp,810709,497947,0.008975982666015625
00Uncorrelated\n02000\R01000\s003.kp,801668,496440,0.009974002838134766
00Uncorrelated\n02000\R01000\s004.kp,826873,487917,0.010971546173095703
00Uncorrelated\n02000\R01000\s005.kp,797041,505588,0.010970115661621094
00Uncorrelated\n02000\R01000\s006.kp,798901,504697,0.009971857070922852
00Uncorrelated\n02000\R01000\s007.kp,802677,493517,0.009973764419555664
00Uncorrelated\n02000\R01000\s008.kp,800597,500925,0.009970664978027344
00Uncorrelated\n02000\R01000\s009.kp,816516,485559,0.009975433349609375
00Uncorrelated\n02000\R01000\s010.kp,817100,492865,0.009974479675292969
00Uncorrelated\n02000\R01000\s011.kp,803063,494440,0.011972427368164062
00Uncorrelated\n02000\R01000\s012.kp,808389,501523,0.011484861373901367
00Uncorrelated\n02000\R01000\s013.kp,805579,488375,0.012963533401489258
00Uncorrelated\n02000\R01000\s014.kp,795958,501259,0.011968851089477539
00Uncorrelated\n02000\R01000\s015.kp,828778,493831,0.016470670700073242
00Uncorrelated\n02000\R01000\s016.kp,814319,504245,0.009938955307006836
00Uncorrelated\n02000\R01000\s017.kp,807210,495607,0.00994563102722168
00Uncorrelated\n02000\R01000\s018.kp,809645,495646,0.009970664978027344
00Uncorrelated\n02000\R01000\s019.kp,800527,496074,0.02493596076965332
00Uncorrelated\n02000\R01000\s020.kp,804706,498206,0.014924287796020508
00Uncorrelated\n02000\R01000\s021.kp,812697,492924,0.010937929153442383
00Uncorrelated\n02000\R01000\s022.kp,806429,496286,0.010006427764892578
00Uncorrelated\n02000\R01000\s023.kp,794227,495024,0.008971452713012695
00Uncorrelated\n02000\R01000\s024.kp,809789,508499,0.009979486465454102
00Uncorrelated\n02000\R01000\s025.kp,811388,495543,0.009481668472290039
00Uncorrelated\n02000\R01000\s026.kp,804870,501869,0.01096963882446289
00Uncorrelated\n02000\R01000\s027.kp,821678,506546,0.008975744247436523
00Uncorrelated\n02000\R01000\s028.kp,819567,493315,0.008975982666015625
00Uncorrelated\n02000\R01000\s029.kp,814829,494263,0.010970830917358398
00Uncorrelated\n02000\R01000\s030.kp,805396,493200,0.011972188949584961
00Uncorrelated\n02000\R01000\s031.kp,822269,496780,0.01695728302001953
00Uncorrelated\n02000\R01000\s032.kp,804401,501071,0.011966705322265625
00Uncorrelated\n02000\R01000\s033.kp,808381,497494,0.009011507034301758
00Uncorrelated\n02000\R01000\s034.kp,812676,487258,0.009989261627197266
00Uncorrelated\n02000\R01000\s035.kp,795558,493447,0.008971691131591797
00Uncorrelated\n02000\R01000\s036.kp,813826,498761,0.009554386138916016
00Uncorrelated\n02000\R01000\s037.kp,800372,503286,0.009972810745239258
00Uncorrelated\n02000\R01000\s038.kp,817234,498899,0.010968923568725586
00Uncorrelated\n02000\R01000\s039.kp,779995,502116,0.009974479675292969
00Uncorrelated\n02000\R01000\s040.kp,803329,488926,0.010007143020629883
00Uncorrelated\n02000\R01000\s041.kp,814596,494694,0.010039329528808594
00Uncorrelated\n02000\R01000\s042.kp,816061,496431,0.010477781295776367
00Uncorrelated\n02000\R01000\s043.kp,798693,504374,0.009941577911376953
00Uncorrelated\n02000\R01000\s044.kp,805029,488899,0.010006427764892578
00Uncorrelated\n02000\R01000\s045.kp,813757,492620,0.009971380233764648
00Uncorrelated\n02000\R01000\s046.kp,800545,500881,0.010970592498779297
00Uncorrelated\n02000\R01000\s047.kp,805202,500886,0.009042739868164062
00Uncorrelated\n02000\R01000\s048.kp,824076,502086,0.009480714797973633
00Uncorrelated\n02000\R01000\s049.kp,792038,498963,0.008973836898803711
00Uncorrelated\n02000\R01000\s050.kp,814875,488393,0.00994110107421875
00Uncorrelated\n02000\R01000\s051.kp,818661,496487,0.00997304916381836
00Uncorrelated\n02000\R01000\s052.kp,805648,496355,0.008938312530517578
00Uncorrelated\n02000\R01000\s053.kp,809986,496656,0.010972261428833008
00Uncorrelated\n02000\R01000\s054.kp,823641,494990,0.012095451354980469
00Uncorrelated\n02000\R01000\s055.kp,818126,491165,0.009981393814086914
00Uncorrelated\n02000\R01000\s056.kp,798713,500068,0.010938644409179688
00Uncorrelated\n02000\R01000\s057.kp,808994,492617,0.009009361267089844
00Uncorrelated\n02000\R01000\s058.kp,821505,495492,0.009972810745239258
00Uncorrelated\n02000\R01000\s059.kp,815812,494251,0.010453462600708008
00Uncorrelated\n02000\R01000\s060.kp,810588,488215,0.01000523567199707
00Uncorrelated\n02000\R01000\s061.kp,800454,494440,0.009970903396606445
00Uncorrelated\n02000\R01000\s062.kp,811894,494555,0.00997471809387207
00Uncorrelated\n02000\R01000\s063.kp,807964,497199,0.009974002838134766
00Uncorrelated\n02000\R01000\s064.kp,804025,504860,0.009974002838134766
00Uncorrelated\n02000\R01000\s065.kp,829660,503233,0.009478330612182617
00Uncorrelated\n02000\R01000\s066.kp,806631,497654,0.008975744247436523
00Uncorrelated\n02000\R01000\s067.kp,807030,487617,0.008983373641967773
00Uncorrelated\n02000\R01000\s068.kp,819606,503891,0.00897216796875
00Uncorrelated\n02000\R01000\s069.kp,805942,493355,0.008975505828857422
00Uncorrelated\n02000\R01000\s070.kp,807484,498737,0.008975505828857422
00Uncorrelated\n02000\R01000\s071.kp,809833,492960,0.009974002838134766
00Uncorrelated\n02000\R01000\s072.kp,806385,502040,0.009972572326660156
00Uncorrelated\n02000\R01000\s073.kp,781083,493026,0.009974002838134766
00Uncorrelated\n02000\R01000\s074.kp,821867,496080,0.012965679168701172
00Uncorrelated\n02000\R01000\s075.kp,807411,490390,0.01296544075012207
00Uncorrelated\n02000\R01000\s076.kp,811608,489475,0.010970115661621094
00Uncorrelated\n02000\R01000\s077.kp,790069,492148,0.00997161865234375
00Uncorrelated\n02000\R01000\s078.kp,819989,502211,0.009974002838134766
00Uncorrelated\n02000\R01000\s079.kp,804479,495902,0.009972810745239258
00Uncorrelated\n02000\R01000\s080.kp,805027,499247,0.008975505828857422
00Uncorrelated\n02000\R01000\s081.kp,802593,499902,0.009972810745239258
00Uncorrelated\n02000\R01000\s082.kp,807929,499534,0.008975982666015625
00Uncorrelated\n02000\R01000\s083.kp,816113,502514,0.00897526741027832
00Uncorrelated\n02000\R01000\s084.kp,808072,504694,0.008974552154541016
00Uncorrelated\n02000\R01000\s085.kp,816947,497034,0.00997304916381836
00Uncorrelated\n02000\R01000\s086.kp,796177,500746,0.008975505828857422
00Uncorrelated\n02000\R01000\s087.kp,793531,503903,0.008939266204833984
00Uncorrelated\n02000\R01000\s088.kp,820733,491487,0.010009288787841797
00Uncorrelated\n02000\R01000\s089.kp,808000,497774,0.008590936660766602
00Uncorrelated\n02000\R01000\s090.kp,825735,498785,0.008969306945800781
00Uncorrelated\n02000\R01000\s091.kp,814308,498264,0.008972644805908203
00Uncorrelated\n02000\R01000\s092.kp,797761,485393,0.010007381439208984
00Uncorrelated\n02000\R01000\s093.kp,827768,485687,0.009969234466552734
00Uncorrelated\n02000\R01000\s094.kp,819901,499330,0.009007453918457031
00Uncorrelated\n02000\R01000\s095.kp,807339,493353,0.014575004577636719
00Uncorrelated\n02000\R01000\s096.kp,813139,487959,0.009972095489501953
00Uncorrelated\n02000\R01000\s097.kp,809297,493834,0.008939981460571289
00Uncorrelated\n02000\R01000\s098.kp,806094,505346,0.009973764419555664
00Uncorrelated\n02000\R01000\s099.kp,790212,496561,0.008972406387329102
00Uncorrelated\n02000\R10000\s000.kp,8084297,5023024,0.009046792984008789
00Uncorrelated\n02000\R10000\s001.kp,8095793,4927182,0.01154780387878418
00Uncorrelated\n02000\R10000\s002.kp,8102621,4974929,0.012964725494384766
00Uncorrelated\n02000\R10000\s003.kp,8012111,4960001,0.012964963912963867
00Uncorrelated\n02000\R10000\s004.kp,8264097,4874744,0.009938955307006836
00Uncorrelated\n02000\R10000\s005.kp,7965607,5051338,0.01000523567199707
00Uncorrelated\n02000\R10000\s006.kp,7984288,5042450,0.009972333908081055
00Uncorrelated\n02000\R10000\s007.kp,8022001,4930853,0.013962745666503906
00Uncorrelated\n02000\R10000\s008.kp,8001102,5004860,0.01093745231628418
00Uncorrelated\n02000\R10000\s009.kp,8160372,4851150,0.009974002838134766
00Uncorrelated\n02000\R10000\s010.kp,8166357,4924263,0.01100301742553711
00Uncorrelated\n02000\R10000\s011.kp,8025870,4939881,0.011002063751220703
00Uncorrelated\n02000\R10000\s012.kp,8079165,5010686,0.008522748947143555
00Uncorrelated\n02000\R10000\s013.kp,8050995,4879346,0.009937047958374023
00Uncorrelated\n02000\R10000\s014.kp,7954740,5008089,0.009972572326660156
00Uncorrelated\n02000\R10000\s015.kp,8282997,4933827,0.009971857070922852
00Uncorrelated\n02000\R10000\s016.kp,8138485,5038052,0.009974956512451172
00Uncorrelated\n02000\R10000\s017.kp,8067384,4951511,0.010010719299316406
00Uncorrelated\n02000\R10000\s018.kp,8091859,4952122,0.008557558059692383
00Uncorrelated\n02000\R10000\s019.kp,8000606,4956158,0.01199960708618164
00Uncorrelated\n02000\R10000\s020.kp,8042235,4977662,0.009939432144165039
00Uncorrelated\n02000\R10000\s021.kp,8122402,4924714,0.008975505828857422
00Uncorrelated\n02000\R10000\s022.kp,8059665,4958366,0.008977651596069336
00Uncorrelated\n02000\R10000\s023.kp,7937647,4945698,0.00897669792175293
00Uncorrelated\n02000\R10000\s024.kp,8093045,5080527,0.009487390518188477
00Uncorrelated\n02000\R10000\s025.kp,8109039,4950924,0.009975910186767578
00Uncorrelated\n02000\R10000\s026.kp,8043977,5014260,0.008979082107543945
00Uncorrelated\n02000\R10000\s027.kp,8212050,5061103,0.009972810745239258
00Uncorrelated\n02000\R10000\s028.kp,8190920,4928491,0.008976936340332031
00Uncorrelated\n02000\R10000\s029.kp,8143634,4938250,0.012004613876342773
00Uncorrelated\n02000\R10000\s030.kp,8049232,4927582,0.008556842803955078
