class,n,R,s,totalValue,totalWeight,processingTime
10MultipleStronglyCorrelated,n00050,R01000,s000.kp,21338,14238,0.00848531723022461
10MultipleStronglyCorrelated,n00050,R01000,s001.kp,19390,11790,0.007500886917114258
10MultipleStronglyCorrelated,n00050,R01000,s002.kp,21166,13566,0.010170698165893555
10MultipleStronglyCorrelated,n00050,R01000,s003.kp,20212,13212,0.00651240348815918
10MultipleStronglyCorrelated,n00050,R01000,s004.kp,20450,12250,0.007452964782714844
10MultipleStronglyCorrelated,n00050,R01000,s005.kp,20813,12713,0.006541728973388672
10MultipleStronglyCorrelated,n00050,R01000,s006.kp,20526,13326,0.007200002670288086
10MultipleStronglyCorrelated,n00050,R01000,s007.kp,18261,10461,0.007307529449462891
10MultipleStronglyCorrelated,n00050,R01000,s008.kp,19819,11819,0.0059871673583984375
10MultipleStronglyCorrelated,n00050,R01000,s009.kp,18936,10836,0.006521463394165039
10MultipleStronglyCorrelated,n00050,R01000,s010.kp,19892,12492,0.010548830032348633
10MultipleStronglyCorrelated,n00050,R01000,s011.kp,20237,12637,0.007184028625488281
10MultipleStronglyCorrelated,n00050,R01000,s012.kp,18828,11628,0.007029056549072266
10MultipleStronglyCorrelated,n00050,R01000,s013.kp,19946,12546,0.006982564926147461
10MultipleStronglyCorrelated,n00050,R01000,s014.kp,19220,11820,0.006981372833251953
10MultipleStronglyCorrelated,n00050,R01000,s015.kp,21286,13086,0.007539033889770508
10MultipleStronglyCorrelated,n00050,R01000,s016.kp,19523,11923,0.006496429443359375
10MultipleStronglyCorrelated,n00050,R01000,s017.kp,21469,14069,0.006537199020385742
10MultipleStronglyCorrelated,n00050,R01000,s018.kp,19819,12119,0.0074880123138427734
10MultipleStronglyCorrelated,n00050,R01000,s019.kp,19308,11508,0.0075342655181884766
10MultipleStronglyCorrelated,n00050,R01000,s020.kp,19376,11676,0.007980108261108398
10MultipleStronglyCorrelated,n00050,R01000,s021.kp,19666,12066,0.007551908493041992
10MultipleStronglyCorrelated,n00050,R01000,s022.kp,21204,14004,0.006485462188720703
10MultipleStronglyCorrelated,n00050,R01000,s023.kp,18837,11237,0.007551670074462891
10MultipleStronglyCorrelated,n00050,R01000,s024.kp,21176,13776,0.007489919662475586
10MultipleStronglyCorrelated,n00050,R01000,s025.kp,18782,11382,0.006548404693603516
10MultipleStronglyCorrelated,n00050,R01000,s026.kp,20566,12966,0.007524967193603516
10MultipleStronglyCorrelated,n00050,R01000,s027.kp,20872,13272,0.0073392391204833984
10MultipleStronglyCorrelated,n00050,R01000,s028.kp,18670,10570,0.006590127944946289
10MultipleStronglyCorrelated,n00050,R01000,s029.kp,19360,12060,0.0064771175384521484
10MultipleStronglyCorrelated,n00050,R01000,s030.kp,20928,13128,0.007333278656005859
10MultipleStronglyCorrelated,n00050,R01000,s031.kp,19010,11510,0.0065517425537109375
10MultipleStronglyCorrelated,n00050,R01000,s032.kp,19422,11322,0.007454872131347656
10MultipleStronglyCorrelated,n00050,R01000,s033.kp,19608,12108,0.00753474235534668
10MultipleStronglyCorrelated,n00050,R01000,s034.kp,20487,13287,0.007403373718261719
10MultipleStronglyCorrelated,n00050,R01000,s035.kp,20466,12966,0.006978273391723633
10MultipleStronglyCorrelated,n00050,R01000,s036.kp,21444,13944,0.007490873336791992
10MultipleStronglyCorrelated,n00050,R01000,s037.kp,20102,12702,0.007180213928222656
10MultipleStronglyCorrelated,n00050,R01000,s038.kp,18938,11238,0.006457090377807617
10MultipleStronglyCorrelated,n00050,R01000,s039.kp,19520,12020,0.006538867950439453
10MultipleStronglyCorrelated,n00050,R01000,s040.kp,20016,12216,0.007453441619873047
10MultipleStronglyCorrelated,n00050,R01000,s041.kp,20336,12336,0.008014678955078125
10MultipleStronglyCorrelated,n00050,R01000,s042.kp,18866,11166,0.007454872131347656
10MultipleStronglyCorrelated,n00050,R01000,s043.kp,20228,12828,0.007500171661376953
10MultipleStronglyCorrelated,n00050,R01000,s044.kp,19250,11250,0.007497072219848633
10MultipleStronglyCorrelated,n00050,R01000,s045.kp,20083,11983,0.008501052856445312
10MultipleStronglyCorrelated,n00050,R01000,s046.kp,19376,11376,0.011134862899780273
